,평균온도,일강수량,상대습도,최심적설,기준금리,착공지수,출하량,수주량,예상중량,AE,ARE-580FX,CSA4000,CSA5000,PEMA-500FR,PEMA-580FX,PEMA-CR1000,PEMA-CSA5000,PEMA-HR1000,PEMA-HR1000S,PEMA-HR1500,PEMA-PCM2000,PEMA-PCM2000B,PEMA-PCR3000E,PEMA-PCR3000N,PEMA-PR1000,PEMA-PR2000,PEMA-SN400,PEMA-SP1000,PEMA-SPR,PEMA-SR2000,PEMA-SR2000A,PEMA-SR3000F,PEMA-SR5000F,PR1000,SRE-110,SRE-200,제품명
2020-07-28,22.365714285714287,21.854135338345863,91.18165413533836,0.0,0.5,0.5698483681946315,799.5806451612902,10000.0,7330.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PEMA-CR1000
2020-07-28,22.365714285714287,21.854135338345863,91.18165413533836,0.0,0.5,0.5698483681946315,799.5806451612902,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PEMA-CSA5000
2020-07-28,22.365714285714287,21.854135338345863,91.18165413533836,0.0,0.5,0.5698483681946315,799.5806451612902,174000.0,169010.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PEMA-HR1500
2020-07-28,22.365714285714287,21.854135338345863,91.18165413533836,0.0,0.5,0.5698483681946315,799.5806451612902,30000.0,31201.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,PEMA-SN400
2020-07-28,22.365714285714287,21.854135338345863,91.18165413533836,0.0,0.5,0.5698483681946315,799.5806451612902,7000.0,6752.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,PEMA-SR2000A
2020-07-28,22.365714285714287,21.854135338345863,91.18165413533836,0.0,0.5,0.5698483681946315,799.5806451612902,3000.0,2149.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AE
2020-07-28,22.365714285714287,21.854135338345863,91.18165413533836,0.0,0.5,0.5698483681946315,799.5806451612902,14000.0,13172.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PEMA-PCM2000
2020-07-28,22.365714285714287,21.854135338345863,91.18165413533836,0.0,0.5,0.5698483681946315,799.5806451612902,20000.0,20672.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,PEMA-PR2000
2020-07-28,22.365714285714287,21.854135338345863,91.18165413533836,0.0,0.5,0.5698483681946315,799.5806451612902,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,SRE-110
2020-07-28,22.365714285714287,21.854135338345863,91.18165413533836,0.0,0.5,0.5698483681946315,799.5806451612902,5000.0,6235.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PEMA-PCM2000B
2020-07-28,22.365714285714287,21.854135338345863,91.18165413533836,0.0,0.5,0.5698483681946315,799.5806451612902,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,PR1000
2020-07-28,22.365714285714287,21.854135338345863,91.18165413533836,0.0,0.5,0.5698483681946315,799.5806451612902,5000.0,5189.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,PEMA-PCR3000E
2020-07-28,22.365714285714287,21.854135338345863,91.18165413533836,0.0,0.5,0.5698483681946315,799.5806451612902,5000.0,5322.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,PEMA-SR5000F
2020-07-28,22.365714285714287,21.854135338345863,91.18165413533836,0.0,0.5,0.5698483681946315,799.5806451612902,3000.0,2308.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,PEMA-PCR3000N
2020-07-28,22.365714285714287,21.854135338345863,91.18165413533836,0.0,0.5,0.5698483681946315,799.5806451612902,2000.0,1753.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,PEMA-SP1000
2020-07-28,22.365714285714287,21.854135338345863,91.18165413533836,0.0,0.5,0.5698483681946315,799.5806451612902,15000.0,10869.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,SRE-200
2020-07-28,22.365714285714287,21.854135338345863,91.18165413533836,0.0,0.5,0.5698483681946315,799.5806451612902,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,PEMA-SPR
2020-07-28,22.365714285714287,21.854135338345863,91.18165413533836,0.0,0.5,0.5698483681946315,799.5806451612902,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ARE-580FX
2020-07-28,22.365714285714287,21.854135338345863,91.18165413533836,0.0,0.5,0.5698483681946315,799.5806451612902,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PEMA-HR1000S
2020-08-04,25.48812030075188,18.7393984962406,88.05834586466166,0.0,0.5,0.4238539061232441,733.1290322580645,668000.0,488454.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PEMA-HR1000
2020-08-04,25.48812030075188,18.7393984962406,88.05834586466166,0.0,0.5,0.4238539061232441,733.1290322580645,160000.0,139460.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,PEMA-PR1000
2020-08-04,25.48812030075188,18.7393984962406,88.05834586466166,0.0,0.5,0.4238539061232441,733.1290322580645,93000.0,91495.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,PEMA-SR2000
2020-08-04,25.48812030075188,18.7393984962406,88.05834586466166,0.0,0.5,0.4238539061232441,733.1290322580645,68000.0,71251.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,PEMA-SR3000F
2020-08-04,25.48812030075188,18.7393984962406,88.05834586466166,0.0,0.5,0.4238539061232441,733.1290322580645,15000.0,18564.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CSA4000
2020-08-04,25.48812030075188,18.7393984962406,88.05834586466166,0.0,0.5,0.4238539061232441,733.1290322580645,260000.0,299067.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CSA5000
2020-08-04,25.48812030075188,18.7393984962406,88.05834586466166,0.0,0.5,0.4238539061232441,733.1290322580645,55000.0,39960.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PEMA-500FR
2020-08-04,25.48812030075188,18.7393984962406,88.05834586466166,0.0,0.5,0.4238539061232441,733.1290322580645,85000.0,79551.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PEMA-580FX
2020-08-04,25.48812030075188,18.7393984962406,88.05834586466166,0.0,0.5,0.4238539061232441,733.1290322580645,10000.0,12511.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PEMA-CR1000
2020-08-04,25.48812030075188,18.7393984962406,88.05834586466166,0.0,0.5,0.4238539061232441,733.1290322580645,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PEMA-CSA5000
2020-08-04,25.48812030075188,18.7393984962406,88.05834586466166,0.0,0.5,0.4238539061232441,733.1290322580645,235000.0,167952.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PEMA-HR1500
2020-08-04,25.48812030075188,18.7393984962406,88.05834586466166,0.0,0.5,0.4238539061232441,733.1290322580645,50000.0,47959.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,PEMA-SN400
2020-08-04,25.48812030075188,18.7393984962406,88.05834586466166,0.0,0.5,0.4238539061232441,733.1290322580645,17000.0,13117.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,PEMA-SR2000A
2020-08-04,25.48812030075188,18.7393984962406,88.05834586466166,0.0,0.5,0.4238539061232441,733.1290322580645,6000.0,5804.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AE
2020-08-04,25.48812030075188,18.7393984962406,88.05834586466166,0.0,0.5,0.4238539061232441,733.1290322580645,22000.0,28356.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PEMA-PCM2000
2020-08-04,25.48812030075188,18.7393984962406,88.05834586466166,0.0,0.5,0.4238539061232441,733.1290322580645,60000.0,65678.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,PEMA-PR2000
2020-08-04,25.48812030075188,18.7393984962406,88.05834586466166,0.0,0.5,0.4238539061232441,733.1290322580645,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,SRE-110
2020-08-04,25.48812030075188,18.7393984962406,88.05834586466166,0.0,0.5,0.4238539061232441,733.1290322580645,9000.0,10134.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PEMA-PCM2000B
2020-08-04,25.48812030075188,18.7393984962406,88.05834586466166,0.0,0.5,0.4238539061232441,733.1290322580645,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,PR1000
2020-08-04,25.48812030075188,18.7393984962406,88.05834586466166,0.0,0.5,0.4238539061232441,733.1290322580645,5000.0,5574.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,PEMA-PCR3000E
2020-08-04,25.48812030075188,18.7393984962406,88.05834586466166,0.0,0.5,0.4238539061232441,733.1290322580645,2000.0,1839.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,PEMA-SR5000F
2020-08-04,25.48812030075188,18.7393984962406,88.05834586466166,0.0,0.5,0.4238539061232441,733.1290322580645,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,PEMA-PCR3000N
2020-08-04,25.48812030075188,18.7393984962406,88.05834586466166,0.0,0.5,0.4238539061232441,733.1290322580645,5000.0,6050.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,PEMA-SP1000
2020-08-04,25.48812030075188,18.7393984962406,88.05834586466166,0.0,0.5,0.4238539061232441,733.1290322580645,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,SRE-200
2020-08-04,25.48812030075188,18.7393984962406,88.05834586466166,0.0,0.5,0.4238539061232441,733.1290322580645,2500.0,2461.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,PEMA-SPR
2020-08-04,25.48812030075188,18.7393984962406,88.05834586466166,0.0,0.5,0.4238539061232441,733.1290322580645,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ARE-580FX
2020-08-04,25.48812030075188,18.7393984962406,88.05834586466166,0.0,0.5,0.4238539061232441,733.1290322580645,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PEMA-HR1000S
2020-08-11,25.322857142857146,33.998496240601504,91.22390977443612,0.0,0.5,0.3143580595697034,683.2903225806451,403000.0,429718.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PEMA-HR1000
2020-08-11,25.322857142857146,33.998496240601504,91.22390977443612,0.0,0.5,0.3143580595697034,683.2903225806451,60000.0,61846.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,PEMA-PR1000
2020-08-11,25.322857142857146,33.998496240601504,91.22390977443612,0.0,0.5,0.3143580595697034,683.2903225806451,72570.0,60468.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,PEMA-SR2000
2020-08-11,25.322857142857146,33.998496240601504,91.22390977443612,0.0,0.5,0.3143580595697034,683.2903225806451,42000.0,37053.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,PEMA-SR3000F
2020-08-11,25.322857142857146,33.998496240601504,91.22390977443612,0.0,0.5,0.3143580595697034,683.2903225806451,15000.0,17752.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CSA4000
2020-08-11,25.322857142857146,33.998496240601504,91.22390977443612,0.0,0.5,0.3143580595697034,683.2903225806451,214000.0,160629.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CSA5000
2020-08-11,25.322857142857146,33.998496240601504,91.22390977443612,0.0,0.5,0.3143580595697034,683.2903225806451,20000.0,14825.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PEMA-500FR
2020-08-11,25.322857142857146,33.998496240601504,91.22390977443612,0.0,0.5,0.3143580595697034,683.2903225806451,90000.0,97983.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PEMA-580FX
2020-08-11,25.322857142857146,33.998496240601504,91.22390977443612,0.0,0.5,0.3143580595697034,683.2903225806451,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PEMA-CR1000
2020-08-11,25.322857142857146,33.998496240601504,91.22390977443612,0.0,0.5,0.3143580595697034,683.2903225806451,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PEMA-CSA5000
2020-08-11,25.322857142857146,33.998496240601504,91.22390977443612,0.0,0.5,0.3143580595697034,683.2903225806451,211000.0,181917.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PEMA-HR1500
2020-08-11,25.322857142857146,33.998496240601504,91.22390977443612,0.0,0.5,0.3143580595697034,683.2903225806451,15000.0,12146.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,PEMA-SN400
2020-08-11,25.322857142857146,33.998496240601504,91.22390977443612,0.0,0.5,0.3143580595697034,683.2903225806451,5000.0,5107.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,PEMA-SR2000A
2020-08-11,25.322857142857146,33.998496240601504,91.22390977443612,0.0,0.5,0.3143580595697034,683.2903225806451,13000.0,13640.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AE
2020-08-11,25.322857142857146,33.998496240601504,91.22390977443612,0.0,0.5,0.3143580595697034,683.2903225806451,15000.0,18779.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PEMA-PCM2000
2020-08-11,25.322857142857146,33.998496240601504,91.22390977443612,0.0,0.5,0.3143580595697034,683.2903225806451,10000.0,10892.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,PEMA-PR2000
2020-08-11,25.322857142857146,33.998496240601504,91.22390977443612,0.0,0.5,0.3143580595697034,683.2903225806451,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,SRE-110
2020-08-11,25.322857142857146,33.998496240601504,91.22390977443612,0.0,0.5,0.3143580595697034,683.2903225806451,5000.0,4101.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PEMA-PCM2000B
2020-08-11,25.322857142857146,33.998496240601504,91.22390977443612,0.0,0.5,0.3143580595697034,683.2903225806451,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,PR1000
2020-08-11,25.322857142857146,33.998496240601504,91.22390977443612,0.0,0.5,0.3143580595697034,683.2903225806451,5000.0,6085.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,PEMA-PCR3000E
2020-08-11,25.322857142857146,33.998496240601504,91.22390977443612,0.0,0.5,0.3143580595697034,683.2903225806451,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,PEMA-SR5000F
2020-08-11,25.322857142857146,33.998496240601504,91.22390977443612,0.0,0.5,0.3143580595697034,683.2903225806451,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,PEMA-PCR3000N
2020-08-11,25.322857142857146,33.998496240601504,91.22390977443612,0.0,0.5,0.3143580595697034,683.2903225806451,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,PEMA-SP1000
2020-08-11,25.322857142857146,33.998496240601504,91.22390977443612,0.0,0.5,0.3143580595697034,683.2903225806451,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,SRE-200
2020-08-11,25.322857142857146,33.998496240601504,91.22390977443612,0.0,0.5,0.3143580595697034,683.2903225806451,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,PEMA-SPR
2020-08-11,25.322857142857146,33.998496240601504,91.22390977443612,0.0,0.5,0.3143580595697034,683.2903225806451,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ARE-580FX
2020-08-11,25.322857142857146,33.998496240601504,91.22390977443612,0.0,0.5,0.3143580595697034,683.2903225806451,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PEMA-HR1000S
2020-08-18,27.57759398496241,2.004210526315789,82.59157894736843,0.0,0.5,0.3143580595697034,683.2903225806451,511000.0,392570.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PEMA-HR1000
2020-08-18,27.57759398496241,2.004210526315789,82.59157894736843,0.0,0.5,0.3143580595697034,683.2903225806451,95000.0,89217.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,PEMA-PR1000
2020-08-18,27.57759398496241,2.004210526315789,82.59157894736843,0.0,0.5,0.3143580595697034,683.2903225806451,70000.0,80013.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,PEMA-SR2000
2020-08-18,27.57759398496241,2.004210526315789,82.59157894736843,0.0,0.5,0.3143580595697034,683.2903225806451,81000.0,58729.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,PEMA-SR3000F
2020-08-18,27.57759398496241,2.004210526315789,82.59157894736843,0.0,0.5,0.3143580595697034,683.2903225806451,15000.0,11741.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CSA4000
2020-08-18,27.57759398496241,2.004210526315789,82.59157894736843,0.0,0.5,0.3143580595697034,683.2903225806451,272000.0,191594.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CSA5000
2020-08-18,27.57759398496241,2.004210526315789,82.59157894736843,0.0,0.5,0.3143580595697034,683.2903225806451,38000.0,45843.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PEMA-500FR
2020-08-18,27.57759398496241,2.004210526315789,82.59157894736843,0.0,0.5,0.3143580595697034,683.2903225806451,70000.0,76017.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PEMA-580FX
2020-08-18,27.57759398496241,2.004210526315789,82.59157894736843,0.0,0.5,0.3143580595697034,683.2903225806451,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PEMA-CR1000
2020-08-18,27.57759398496241,2.004210526315789,82.59157894736843,0.0,0.5,0.3143580595697034,683.2903225806451,10000.0,12005.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PEMA-CSA5000
2020-08-18,27.57759398496241,2.004210526315789,82.59157894736843,0.0,0.5,0.3143580595697034,683.2903225806451,216540.0,227196.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PEMA-HR1500
2020-08-18,27.57759398496241,2.004210526315789,82.59157894736843,0.0,0.5,0.3143580595697034,683.2903225806451,27000.0,26597.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,PEMA-SN400
2020-08-18,27.57759398496241,2.004210526315789,82.59157894736843,0.0,0.5,0.3143580595697034,683.2903225806451,12000.0,9533.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,PEMA-SR2000A
2020-08-18,27.57759398496241,2.004210526315789,82.59157894736843,0.0,0.5,0.3143580595697034,683.2903225806451,17000.0,17527.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AE
2020-08-18,27.57759398496241,2.004210526315789,82.59157894736843,0.0,0.5,0.3143580595697034,683.2903225806451,3000.0,2772.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PEMA-PCM2000
2020-08-18,27.57759398496241,2.004210526315789,82.59157894736843,0.0,0.5,0.3143580595697034,683.2903225806451,16000.0,17266.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,PEMA-PR2000
2020-08-18,27.57759398496241,2.004210526315789,82.59157894736843,0.0,0.5,0.3143580595697034,683.2903225806451,3000.0,2449.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,SRE-110
2020-08-18,27.57759398496241,2.004210526315789,82.59157894736843,0.0,0.5,0.3143580595697034,683.2903225806451,3000.0,3147.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PEMA-PCM2000B
2020-08-18,27.57759398496241,2.004210526315789,82.59157894736843,0.0,0.5,0.3143580595697034,683.2903225806451,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,PR1000
2020-08-18,27.57759398496241,2.004210526315789,82.59157894736843,0.0,0.5,0.3143580595697034,683.2903225806451,6000.0,7124.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,PEMA-PCR3000E
2020-08-18,27.57759398496241,2.004210526315789,82.59157894736843,0.0,0.5,0.3143580595697034,683.2903225806451,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,PEMA-SR5000F
2020-08-18,27.57759398496241,2.004210526315789,82.59157894736843,0.0,0.5,0.3143580595697034,683.2903225806451,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,PEMA-PCR3000N
2020-08-18,27.57759398496241,2.004210526315789,82.59157894736843,0.0,0.5,0.3143580595697034,683.2903225806451,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,PEMA-SP1000
2020-08-18,27.57759398496241,2.004210526315789,82.59157894736843,0.0,0.5,0.3143580595697034,683.2903225806451,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,SRE-200
2020-08-18,27.57759398496241,2.004210526315789,82.59157894736843,0.0,0.5,0.3143580595697034,683.2903225806451,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,PEMA-SPR
2020-08-18,27.57759398496241,2.004210526315789,82.59157894736843,0.0,0.5,0.3143580595697034,683.2903225806451,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ARE-580FX
2020-08-18,27.57759398496241,2.004210526315789,82.59157894736843,0.0,0.5,0.3143580595697034,683.2903225806451,10000.0,7032.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PEMA-HR1000S
2020-08-25,26.530375939849623,1.7210526315789474,80.60000000000001,0.0,0.5,0.3143580595697034,683.2903225806451,687000.0,855935.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PEMA-HR1000
2020-08-25,26.530375939849623,1.7210526315789474,80.60000000000001,0.0,0.5,0.3143580595697034,683.2903225806451,181000.0,203158.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,PEMA-PR1000
2020-08-25,26.530375939849623,1.7210526315789474,80.60000000000001,0.0,0.5,0.3143580595697034,683.2903225806451,152000.0,190113.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,PEMA-SR2000
2020-08-25,26.530375939849623,1.7210526315789474,80.60000000000001,0.0,0.5,0.3143580595697034,683.2903225806451,61000.0,69118.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,PEMA-SR3000F
2020-08-25,26.530375939849623,1.7210526315789474,80.60000000000001,0.0,0.5,0.3143580595697034,683.2903225806451,22000.0,16085.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CSA4000
2020-08-25,26.530375939849623,1.7210526315789474,80.60000000000001,0.0,0.5,0.3143580595697034,683.2903225806451,291000.0,218670.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CSA5000
