,거래처코드,제품코드,수주량,수주단가,수주금액,수주일자,납기일자,제품명,수주월
650,2003100,PEMA033046500,10000,1658,16580000,2020-11-17,2020-11-20,PEMA-HR1000,2020-11
651,2006612,PEMA033046500,5000,1697,8485000,2020-11-18,2020-11-21,PEMA-HR1000,2020-11
652,2003500,PEMA033046500,10000,1733,17330000,2020-11-21,2020-11-24,PEMA-HR1000,2020-11
653,2002600,PEMA033046500,10000,1866,18660000,2020-11-24,2020-11-27,PEMA-HR1000,2020-11
654,2005900,PEMA033046500,10000,1900,19000000,2020-11-25,2020-11-28,PEMA-HR1000,2020-11
655,2001500,PEMA033046500,10000,1998,19980000,2020-11-29,2020-12-01,PEMA-HR1000,2020-11
656,2005000,PEMA033046500,5000,2033,10165000,2020-11-30,2020-12-02,PEMA-HR1000,2020-11
657,2001200,PEMA033046500,15000,2066,30990000,2020-11-30,2020-12-03,PEMA-HR1000,2020-11
674,2003100,PEMA223048300,7000,1019,7133000,2020-10-22,2020-10-25,PEMA-HR1000,2020-10
715,2002200,PEMA013105210,10000,1223,12230000,2020-09-02,2020-09-05,PEMA-HR1000,2020-09
716,2001700,PEMA013105210,9000,1361,12249000,2020-09-08,2020-09-11,PEMA-HR1000,2020-09
717,2006700,PEMA013105210,9000,1485,13365000,2020-09-11,2020-09-14,PEMA-HR1000,2020-09
718,2001600,PEMA013105210,9000,1644,14796000,2020-09-17,2020-09-20,PEMA-HR1000,2020-09
719,2006606,PEMA013105210,9000,1766,15894000,2020-09-22,2020-09-25,PEMA-HR1000,2020-09
720,2002000,PEMA013105210,9000,1931,17379000,2020-09-26,2020-09-29,PEMA-HR1000,2020-09
721,2007800,PEMA013105210,10000,2064,20640000,2020-09-30,2020-10-03,PEMA-HR1000,2020-09
722,2001102,PEMA013105210,9000,2278,20502000,2020-10-07,2020-10-10,PEMA-HR1000,2020-10
723,2002600,PEMA013105210,9000,2576,23184000,2020-10-18,2020-10-21,PEMA-HR1000,2020-10
724,2003200,PEMA013105210,9000,1020,9180000,2020-10-22,2020-10-25,PEMA-HR1000,2020-10
725,2002200,PEMA013105210,10000,1223,12230000,2020-11-02,2020-11-05,PEMA-HR1000,2020-11
726,2001700,PEMA013105210,9000,1361,12249000,2020-11-08,2020-11-11,PEMA-HR1000,2020-11
727,2006700,PEMA013105210,9000,1485,13365000,2020-11-11,2020-11-14,PEMA-HR1000,2020-11
728,2001600,PEMA013105210,9000,1644,14796000,2020-11-17,2020-11-20,PEMA-HR1000,2020-11
729,2006606,PEMA013105210,9000,1766,15894000,2020-11-22,2020-11-25,PEMA-HR1000,2020-11
730,2002000,PEMA013105210,9000,1931,17379000,2020-11-26,2020-11-29,PEMA-HR1000,2020-11
731,2007800,PEMA013105210,10000,2064,20640000,2020-11-30,2020-12-03,PEMA-HR1000,2020-11
744,2003700,PEMA023080800,10000,1664,16640000,2020-09-17,2020-09-20,PEMA-HR1500,2020-09
745,2003300,PEMA023080800,10000,1021,10210000,2020-10-22,2020-10-25,PEMA-HR1500,2020-10
746,2003700,PEMA023080800,10000,1664,16640000,2020-11-17,2020-11-20,PEMA-HR1500,2020-11
752,2003400,PEMA023092101,7000,1022,7154000,2020-10-22,2020-10-25,PEMA-HR1500,2020-10
774,2003400,PEMA033030500,11000,1377,15147000,2020-09-08,2020-09-11,PEMA-HR1500,2020-09
775,2005000,PEMA033030500,12000,1749,20988000,2020-09-21,2020-09-24,PEMA-HR1500,2020-09
776,2002400,PEMA033030500,12000,2077,24924000,2020-09-30,2020-10-03,PEMA-HR1500,2020-09
777,2001300,PEMA033030500,11000,2422,26642000,2020-10-13,2020-10-16,PEMA-HR1500,2020-10
778,2003500,PEMA033030500,12000,1023,12276000,2020-10-22,2020-10-25,PEMA-HR1500,2020-10
779,2003400,PEMA033030500,11000,1377,15147000,2020-11-08,2020-11-11,PEMA-HR1500,2020-11
780,2005000,PEMA033030500,12000,1749,20988000,2020-11-21,2020-11-24,PEMA-HR1500,2020-11
781,2002400,PEMA033030500,12000,2077,24924000,2020-11-30,2020-12-03,PEMA-HR1500,2020-11
848,2007600,PEMA053046500,5000,1210,6050000,2020-09-01,2020-09-04,PEMA-HR1500,2020-09
849,2002800,PEMA053046500,5000,1300,6500000,2020-09-04,2020-09-07,PEMA-HR1500,2020-09
850,2003200,PEMA053046500,5000,1375,6875000,2020-09-08,2020-09-11,PEMA-HR1500,2020-09
851,2007600,PEMA053046500,7000,1494,10458000,2020-09-11,2020-09-14,PEMA-HR1500,2020-09
852,2003800,PEMA053046500,5000,1665,8325000,2020-09-17,2020-09-20,PEMA-HR1500,2020-09
853,2004700,PEMA053046500,5000,1746,8730000,2020-09-21,2020-09-24,PEMA-HR1500,2020-09
854,2003600,PEMA053046500,5000,1876,9380000,2020-09-24,2020-09-27,PEMA-HR1500,2020-09
855,2006000,PEMA053046500,8000,2043,16344000,2020-09-30,2020-10-02,PEMA-HR1500,2020-09
856,2005200,PEMA053046500,3000,2177,6531000,2020-10-04,2020-10-07,PEMA-HR1500,2020-10
857,2005900,PEMA053046500,5000,2255,11275000,2020-10-06,2020-10-09,PEMA-HR1500,2020-10
858,2006100,PEMA053046500,3000,2328,6984000,2020-10-08,2020-10-11,PEMA-HR1500,2020-10
859,2005100,PEMA053046500,7000,2389,16723000,2020-10-12,2020-10-15,PEMA-HR1500,2020-10
860,2006900,PEMA053046500,7000,2623,18361000,2020-10-19,2020-10-22,PEMA-HR1500,2020-10
861,2007600,PEMA053046500,4000,2701,10804000,2020-10-21,2020-10-24,PEMA-HR1500,2020-10
862,2003600,PEMA053046500,5000,1024,5120000,2020-10-22,2020-10-25,PEMA-HR1500,2020-10
863,2007400,PEMA053046500,7000,1137,7959000,2020-10-24,2020-10-27,PEMA-HR1500,2020-10
864,2007600,PEMA053046500,5000,1210,6050000,2020-11-01,2020-11-04,PEMA-HR1500,2020-11
865,2002800,PEMA053046500,5000,1300,6500000,2020-11-04,2020-11-07,PEMA-HR1500,2020-11
866,2003200,PEMA053046500,5000,1375,6875000,2020-11-08,2020-11-11,PEMA-HR1500,2020-11
867,2007600,PEMA053046500,7000,1494,10458000,2020-11-11,2020-11-14,PEMA-HR1500,2020-11
868,2003800,PEMA053046500,5000,1665,8325000,2020-11-17,2020-11-20,PEMA-HR1500,2020-11
869,2004700,PEMA053046500,5000,1746,8730000,2020-11-21,2020-11-24,PEMA-HR1500,2020-11
870,2003600,PEMA053046500,5000,1876,9380000,2020-11-24,2020-11-27,PEMA-HR1500,2020-11
871,2006000,PEMA053046500,8000,2043,16344000,2020-11-30,2020-12-02,PEMA-HR1500,2020-11
886,2003700,PCA021027605,12100,1025,12402500,2020-10-21,2020-10-24,ARE-580FX,2020-10
967,2003300,PEMA023129801,22000,1234,27148000,2020-09-02,2020-09-05,PEMA-PR1000,2020-09
968,2003400,PEMA023129801,3000,1235,3705000,2020-09-02,2020-09-05,PEMA-PR1000,2020-09
969,2007100,PEMA023129801,22000,1418,31196000,2020-09-09,2020-09-12,PEMA-PR1000,2020-09
970,2007200,PEMA023129801,3000,1419,4257000,2020-09-09,2020-09-12,PEMA-PR1000,2020-09
971,2002400,PEMA023129801,22000,1580,34760000,2020-09-15,2020-09-18,PEMA-PR1000,2020-09
972,2002500,PEMA023129801,3000,1581,4743000,2020-09-15,2020-09-18,PEMA-PR1000,2020-09
973,2001800,PEMA023129801,12500,1788,22350000,2020-09-22,2020-09-25,PEMA-PR1000,2020-09
974,2002000,PEMA023129801,12500,1789,22362500,2020-09-22,2020-09-25,PEMA-PR1000,2020-09
975,2004600,PEMA023129801,22000,1958,43076000,2020-09-28,2020-09-30,PEMA-PR1000,2020-09
976,2004700,PEMA023129801,3000,1959,5877000,2020-09-28,2020-09-30,PEMA-PR1000,2020-09
977,2007302,PEMA023129801,22000,2130,46860000,2020-10-01,2020-10-04,PEMA-PR1000,2020-10
978,2007400,PEMA023129801,3000,2131,6393000,2020-10-01,2020-10-04,PEMA-PR1000,2020-10
979,2003200,PEMA023129801,22000,2298,50556000,2020-10-07,2020-10-10,PEMA-PR1000,2020-10
980,2003300,PEMA023129801,3000,2299,6897000,2020-10-07,2020-10-10,PEMA-PR1000,2020-10
981,2006800,PEMA023129801,22000,2480,54560000,2020-10-14,2020-10-17,PEMA-PR1000,2020-10
982,2006900,PEMA023129801,3000,2481,7443000,2020-10-14,2020-10-17,PEMA-PR1000,2020-10
983,2006609,PEMA023129801,3000,2705,8115000,2020-10-21,2020-10-24,PEMA-PR1000,2020-10
984,2006612,PEMA023129801,22000,2706,59532000,2020-10-21,2020-10-24,PEMA-PR1000,2020-10
985,2003800,PEMA023129801,3000,1026,3078000,2020-10-22,2020-10-25,PEMA-PR1000,2020-10
986,2003900,PEMA023129801,22000,1027,22594000,2020-10-22,2020-10-25,PEMA-PR1000,2020-10
987,2003300,PEMA023129801,22000,1234,27148000,2020-11-02,2020-11-05,PEMA-PR1000,2020-11
988,2003400,PEMA023129801,3000,1235,3705000,2020-11-02,2020-11-05,PEMA-PR1000,2020-11
989,2007100,PEMA023129801,22000,1418,31196000,2020-11-09,2020-11-12,PEMA-PR1000,2020-11
990,2007200,PEMA023129801,3000,1419,4257000,2020-11-09,2020-11-12,PEMA-PR1000,2020-11
991,2002400,PEMA023129801,22000,1580,34760000,2020-11-15,2020-11-18,PEMA-PR1000,2020-11
992,2002500,PEMA023129801,3000,1581,4743000,2020-11-15,2020-11-18,PEMA-PR1000,2020-11
993,2001800,PEMA023129801,12500,1788,22350000,2020-11-22,2020-11-25,PEMA-PR1000,2020-11
994,2002000,PEMA023129801,12500,1789,22362500,2020-11-22,2020-11-25,PEMA-PR1000,2020-11
995,2004600,PEMA023129801,22000,1958,43076000,2020-11-28,2020-11-30,PEMA-PR1000,2020-11
996,2004700,PEMA023129801,3000,1959,5877000,2020-11-28,2020-11-30,PEMA-PR1000,2020-11
1037,2007302,PEMA013901520,20000,1420,28400000,2020-09-09,2020-09-12,PEMA-PR1000,2020-09
1038,2006606,PEMA013901520,20000,1624,32480000,2020-09-16,2020-09-19,PEMA-PR1000,2020-09
1039,2007200,PEMA013901520,20000,1916,38320000,2020-09-25,2020-09-28,PEMA-PR1000,2020-09
1040,2005700,PEMA013901520,2000,2182,4364000,2020-10-04,2020-10-07,PEMA-PR1000,2020-10
1041,2005800,PEMA013901520,18000,2183,39294000,2020-10-04,2020-10-07,PEMA-PR1000,2020-10
1042,2007400,PEMA013901520,20000,2557,51140000,2020-10-15,2020-10-18,PEMA-PR1000,2020-10
1043,2004000,PEMA013901520,20000,1028,20560000,2020-10-22,2020-10-25,PEMA-PR1000,2020-10
1044,2007302,PEMA013901520,20000,1420,28400000,2020-11-09,2020-11-12,PEMA-PR1000,2020-11
1045,2006606,PEMA013901520,20000,1624,32480000,2020-11-16,2020-11-19,PEMA-PR1000,2020-11
1046,2007200,PEMA013901520,20000,1916,38320000,2020-11-25,2020-11-28,PEMA-PR1000,2020-11
1059,2007200,PEMA033078017,5000,2712,13560000,2020-10-21,2020-10-24,PEMA-SR2000,2020-10
1060,2004100,PEMA033078017,5000,1029,5145000,2020-10-22,2020-10-25,PEMA-SR2000,2020-10
1077,2006500,PEMA043080500,6000,2332,13992000,2020-10-08,2020-10-11,PEMA-SR2000,2020-10
1078,2004104,PEMA043080500,5000,1030,5150000,2020-10-22,2020-10-25,PEMA-SR2000,2020-10
1079,2004200,PEMA043080500,2000,1031,2062000,2020-10-22,2020-10-25,PEMA-SR2000,2020-10
1113,2006612,PEMA043062000,6000,1271,7626000,2020-09-03,2020-09-06,PEMA-SR2000,2020-09
1114,2006400,PEMA043062000,7000,1550,10850000,2020-09-14,2020-09-17,PEMA-SR2000,2020-09
1115,2005900,PEMA043062000,6000,1829,10974000,2020-09-23,2020-09-26,PEMA-SR2000,2020-09
1116,2002400,PEMA043062000,6000,1935,11610000,2020-09-25,2020-09-28,PEMA-SR2000,2020-09
1117,2003400,PEMA043062000,6000,2087,12522000,2020-09-30,2020-10-03,PEMA-SR2000,2020-09
1118,2003000,PEMA043062000,7000,2438,17066000,2020-10-13,2020-10-16,PEMA-SR2000,2020-10
1119,2004800,PEMA043062000,6000,2528,15168000,2020-10-15,2020-10-18,PEMA-SR2000,2020-10
1120,2004300,PEMA043062000,6000,1032,6192000,2020-10-22,2020-10-25,PEMA-SR2000,2020-10
1121,2006612,PEMA043062000,6000,1271,7626000,2020-11-03,2020-11-06,PEMA-SR2000,2020-11
1122,2006400,PEMA043062000,7000,1550,10850000,2020-11-14,2020-11-17,PEMA-SR2000,2020-11
1123,2005900,PEMA043062000,6000,1829,10974000,2020-11-23,2020-11-26,PEMA-SR2000,2020-11
1124,2002400,PEMA043062000,6000,1935,11610000,2020-11-25,2020-11-28,PEMA-SR2000,2020-11
1125,2003400,PEMA043062000,6000,2087,12522000,2020-11-30,2020-12-03,PEMA-SR2000,2020-11
1151,2004100,PEMA063030500,4000,1384,5536000,2020-09-08,2020-09-11,PEMA-SR3000F,2020-09
1152,2005600,PEMA063030500,3000,1755,5265000,2020-09-21,2020-09-24,PEMA-SR3000F,2020-09
1153,2004000,PEMA063030500,7000,2093,14651000,2020-09-30,2020-10-03,PEMA-SR3000F,2020-09
1154,2003200,PEMA063030500,3000,2440,7320000,2020-10-13,2020-10-16,PEMA-SR3000F,2020-10
1155,2004400,PEMA063030500,3000,1033,3099000,2020-10-22,2020-10-25,PEMA-SR3000F,2020-10
1156,2004100,PEMA063030500,4000,1384,5536000,2020-11-08,2020-11-11,PEMA-SR3000F,2020-11
1157,2005600,PEMA063030500,3000,1755,5265000,2020-11-21,2020-11-24,PEMA-SR3000F,2020-11
1158,2004000,PEMA063030500,7000,2093,14651000,2020-11-30,2020-12-03,PEMA-SR3000F,2020-11
1166,2004500,PEMA023030801,6000,1034,6204000,2020-10-22,2020-10-25,PEMA-SR3000F,2020-10
1290,2007100,PEMA023058600,23000,1276,29348000,2020-09-04,2020-09-07,PEMA-500FR,2020-09
1291,2007200,PEMA023058600,2000,1277,2554000,2020-09-04,2020-09-07,PEMA-500FR,2020-09
1292,2003400,PEMA023058600,21000,1306,27426000,2020-09-05,2020-09-08,PEMA-500FR,2020-09
1293,2007700,PEMA023058600,3000,1424,4272000,2020-09-10,2020-09-13,PEMA-500FR,2020-09
1294,2007800,PEMA023058600,20000,1425,28500000,2020-09-10,2020-09-13,PEMA-500FR,2020-09
1295,2001400,PEMA023058600,13000,1500,19500000,2020-09-12,2020-09-15,PEMA-500FR,2020-09
1296,2003800,PEMA023058600,19000,1523,28937000,2020-09-14,2020-09-17,PEMA-500FR,2020-09
1297,2007200,PEMA023058600,23000,1632,37536000,2020-09-17,2020-09-20,PEMA-500FR,2020-09
1298,2007700,PEMA023058600,20000,1708,34160000,2020-09-19,2020-09-22,PEMA-500FR,2020-09
1299,2002600,PEMA023058600,20000,1795,35900000,2020-09-23,2020-09-26,PEMA-500FR,2020-09
1300,2006300,PEMA023058600,10000,1833,18330000,2020-09-24,2020-09-27,PEMA-500FR,2020-09
1301,2004400,PEMA023058600,10000,1885,18850000,2020-09-25,2020-09-28,PEMA-500FR,2020-09
1302,2004500,PEMA023058600,10000,1886,18860000,2020-09-25,2020-09-28,PEMA-500FR,2020-09
1303,2005400,PEMA023058600,20000,1966,39320000,2020-09-29,2020-10-01,PEMA-500FR,2020-09
1304,2003300,PEMA023058600,10000,2015,20150000,2020-09-30,2020-10-02,PEMA-500FR,2020-09
1305,2003400,PEMA023058600,10000,2016,20160000,2020-09-30,2020-10-02,PEMA-500FR,2020-09
1306,2006500,PEMA023058600,12000,2048,24576000,2020-09-30,2020-10-03,PEMA-500FR,2020-09
1307,2001300,PEMA023058600,23000,2138,49174000,2020-10-02,2020-10-05,PEMA-500FR,2020-10
1308,2006612,PEMA023058600,20000,2194,43880000,2020-10-05,2020-10-08,PEMA-500FR,2020-10
1309,2006800,PEMA023058600,17000,2267,38539000,2020-10-07,2020-10-10,PEMA-500FR,2020-10
1310,2006700,PEMA023058600,18000,2337,42066000,2020-10-09,2020-10-12,PEMA-500FR,2020-10
1311,2006200,PEMA023058600,15000,2400,36000000,2020-10-13,2020-10-16,PEMA-500FR,2020-10
1312,2007600,PEMA023058600,19000,2488,47272000,2020-10-15,2020-10-18,PEMA-500FR,2020-10
1313,2007700,PEMA023058600,4000,2489,9956000,2020-10-15,2020-10-18,PEMA-500FR,2020-10
1314,2007800,PEMA023058600,15000,2490,37350000,2020-10-15,2020-10-18,PEMA-500FR,2020-10
1315,2003800,PEMA023058600,20000,2588,51760000,2020-10-19,2020-10-22,PEMA-500FR,2020-10
1316,2001500,PEMA023058600,20000,2637,52740000,2020-10-20,2020-10-23,PEMA-500FR,2020-10
1317,2004600,PEMA023058600,15000,1035,15525000,2020-10-23,2020-10-26,PEMA-500FR,2020-10
1318,2002400,PEMA023058600,23000,1083,24909000,2020-10-24,2020-10-27,PEMA-500FR,2020-10
1319,2002500,PEMA023058600,2000,1084,2168000,2020-10-24,2020-10-27,PEMA-500FR,2020-10
1320,2002800,PEMA023058600,15000,1158,17370000,2020-10-26,2020-11-01,PEMA-500FR,2020-10
1321,2007100,PEMA023058600,23000,1276,29348000,2020-11-04,2020-11-07,PEMA-500FR,2020-11
1322,2007200,PEMA023058600,2000,1277,2554000,2020-11-04,2020-11-07,PEMA-500FR,2020-11
1323,2003400,PEMA023058600,21000,1306,27426000,2020-11-05,2020-11-08,PEMA-500FR,2020-11
1324,2007700,PEMA023058600,3000,1424,4272000,2020-11-10,2020-11-13,PEMA-500FR,2020-11
1325,2007800,PEMA023058600,20000,1425,28500000,2020-11-10,2020-11-13,PEMA-500FR,2020-11
1326,2001400,PEMA023058600,13000,1500,19500000,2020-11-12,2020-11-15,PEMA-500FR,2020-11
1327,2003800,PEMA023058600,19000,1523,28937000,2020-11-14,2020-11-17,PEMA-500FR,2020-11
1328,2007200,PEMA023058600,23000,1632,37536000,2020-11-17,2020-11-20,PEMA-500FR,2020-11
1329,2007700,PEMA023058600,20000,1708,34160000,2020-11-19,2020-11-22,PEMA-500FR,2020-11
1330,2002600,PEMA023058600,20000,1795,35900000,2020-11-23,2020-11-26,PEMA-500FR,2020-11
1331,2006300,PEMA023058600,10000,1833,18330000,2020-11-24,2020-11-27,PEMA-500FR,2020-11
1332,2004400,PEMA023058600,10000,1885,18850000,2020-11-25,2020-11-28,PEMA-500FR,2020-11
1333,2004500,PEMA023058600,10000,1886,18860000,2020-11-25,2020-11-28,PEMA-500FR,2020-11
1334,2005400,PEMA023058600,20000,1966,39320000,2020-11-29,2020-12-01,PEMA-500FR,2020-11
1335,2003300,PEMA023058600,10000,2015,20150000,2020-11-30,2020-12-02,PEMA-500FR,2020-11
1336,2003400,PEMA023058600,10000,2016,20160000,2020-11-30,2020-12-02,PEMA-500FR,2020-11
1337,2006500,PEMA023058600,12000,2048,24576000,2020-11-30,2020-12-03,PEMA-500FR,2020-11
1379,2005300,PEMA073050413,10000,1468,14680000,2020-09-11,2020-09-14,PEMA-580FX,2020-09
1380,2005400,PEMA073050413,10000,1469,14690000,2020-09-11,2020-09-14,PEMA-580FX,2020-09
1381,2006400,PEMA073050413,20000,1834,36680000,2020-09-24,2020-09-27,PEMA-580FX,2020-09
1382,2007100,PEMA073050413,20000,2270,45400000,2020-10-07,2020-10-10,PEMA-580FX,2020-10
1383,2001102,PEMA073050413,20000,2491,49820000,2020-10-13,2020-10-16,PEMA-580FX,2020-10
1384,2004700,PEMA073050413,15000,1036,15540000,2020-10-23,2020-10-26,PEMA-580FX,2020-10
1385,2005300,PEMA073050413,10000,1468,14680000,2020-11-11,2020-11-14,PEMA-580FX,2020-11
1386,2005400,PEMA073050413,10000,1469,14690000,2020-11-11,2020-11-14,PEMA-580FX,2020-11
1387,2006400,PEMA073050413,20000,1834,36680000,2020-11-24,2020-11-27,PEMA-580FX,2020-11
1412,2004200,PEMA013099150,20000,1386,27720000,2020-09-09,2020-09-12,PEMA-580FX,2020-09
1413,2005700,PEMA013099150,20000,1969,39380000,2020-09-29,2020-10-01,PEMA-580FX,2020-09
1414,2004100,PEMA013099150,20000,2591,51820000,2020-10-19,2020-10-22,PEMA-580FX,2020-10
1415,2004800,PEMA013099150,20000,1037,20740000,2020-10-23,2020-10-26,PEMA-580FX,2020-10
1416,2005600,PEMA013099150,20000,1116,22320000,2020-10-25,2020-10-28,PEMA-580FX,2020-10
1417,2004200,PEMA013099150,20000,1386,27720000,2020-11-09,2020-11-12,PEMA-580FX,2020-11
1418,2005700,PEMA013099150,20000,1969,39380000,2020-11-29,2020-12-01,PEMA-580FX,2020-11
1451,2004700,PEMA023123000,10000,1320,13200000,2020-09-07,2020-09-10,PEMA-CR1000,2020-09
1452,2003600,PEMA023123000,7000,1592,11144000,2020-09-16,2020-09-19,PEMA-CR1000,2020-09
1453,2003700,PEMA023123000,3000,1593,4779000,2020-09-16,2020-09-19,PEMA-CR1000,2020-09
1454,2004600,PEMA023123000,10000,1887,18870000,2020-09-25,2020-09-28,PEMA-CR1000,2020-09
1455,2006609,PEMA023123000,10000,2051,20510000,2020-09-30,2020-10-03,PEMA-CR1000,2020-09
1456,2004901,PEMA023123000,3000,1038,3114000,2020-10-23,2020-10-26,PEMA-CR1000,2020-10
1457,2005000,PEMA023123000,7000,1039,7273000,2020-10-23,2020-10-26,PEMA-CR1000,2020-10
1458,2004700,PEMA023123000,10000,1320,13200000,2020-11-07,2020-11-10,PEMA-CR1000,2020-11
1459,2003600,PEMA023123000,7000,1592,11144000,2020-11-16,2020-11-19,PEMA-CR1000,2020-11
1460,2003700,PEMA023123000,3000,1593,4779000,2020-11-16,2020-11-19,PEMA-CR1000,2020-11
1461,2004600,PEMA023123000,10000,1887,18870000,2020-11-25,2020-11-28,PEMA-CR1000,2020-11
1462,2006609,PEMA023123000,10000,2051,20510000,2020-11-30,2020-12-03,PEMA-CR1000,2020-11
1495,2007500,PEMA013046500,10000,1280,12800000,2020-09-04,2020-09-07,CSA4000,2020-09
1496,2007800,PEMA013046500,10000,1354,13540000,2020-09-08,2020-09-11,CSA4000,2020-09
1497,2004500,PEMA013046500,5000,1673,8365000,2020-09-18,2020-09-21,CSA4000,2020-09
1498,2006609,PEMA013046500,10000,1838,18380000,2020-09-24,2020-09-27,CSA4000,2020-09
1499,2006300,PEMA013046500,10000,1975,19750000,2020-09-29,2020-10-01,CSA4000,2020-09
1500,2004100,PEMA013046500,7000,2307,16149000,2020-10-08,2020-10-11,CSA4000,2020-10
1501,2001800,PEMA013046500,10000,2640,26400000,2020-10-20,2020-10-23,CSA4000,2020-10
1502,2005100,PEMA013046500,5000,1040,5200000,2020-10-23,2020-10-26,CSA4000,2020-10
1503,2007500,PEMA013046500,10000,1280,12800000,2020-11-04,2020-11-07,CSA4000,2020-11
1504,2007800,PEMA013046500,10000,1354,13540000,2020-11-08,2020-11-11,CSA4000,2020-11
1505,2004500,PEMA013046500,5000,1673,8365000,2020-11-18,2020-11-21,CSA4000,2020-11
1506,2006609,PEMA013046500,10000,1838,18380000,2020-11-24,2020-11-27,CSA4000,2020-11
1507,2006300,PEMA013046500,10000,1975,19750000,2020-11-29,2020-12-01,CSA4000,2020-11
1523,2006700,PEMA023052200,10000,1556,15560000,2020-09-15,2020-09-18,PEMA-CSA5000,2020-09
1524,2006100,PEMA023052200,10000,2541,25410000,2020-10-16,2020-10-19,PEMA-CSA5000,2020-10
1525,2005200,PEMA023052200,10000,1041,10410000,2020-10-23,2020-10-26,PEMA-CSA5000,2020-10
1526,2006700,PEMA023052200,10000,1556,15560000,2020-11-15,2020-11-18,PEMA-CSA5000,2020-11
1553,2002000,PEMA553048200,10000,1505,15050000,2020-09-12,2020-09-15,CSA5000,2020-09
1554,2006200,PEMA553048200,10000,1761,17610000,2020-09-22,2020-09-25,CSA5000,2020-09
1555,2006700,PEMA553048200,10000,2053,20530000,2020-09-30,2020-10-03,CSA5000,2020-09
1556,2004500,PEMA553048200,10000,2312,23120000,2020-10-08,2020-10-11,CSA5000,2020-10
1557,2004600,PEMA553048200,10000,2597,25970000,2020-10-19,2020-10-22,CSA5000,2020-10
1558,2005300,PEMA553048200,10000,1042,10420000,2020-10-23,2020-10-26,CSA5000,2020-10
1559,2002000,PEMA553048200,10000,1505,15050000,2020-11-12,2020-11-15,CSA5000,2020-11
1560,2006200,PEMA553048200,10000,1761,17610000,2020-11-22,2020-11-25,CSA5000,2020-11
1561,2006700,PEMA553048200,10000,2053,20530000,2020-11-30,2020-12-03,CSA5000,2020-11
1586,2001600,PEMA013111300,5000,1218,6090000,2020-09-02,2020-09-05,CSA5000,2020-09
1587,2001800,PEMA013111300,10000,1433,14330000,2020-09-10,2020-09-13,CSA5000,2020-09
1588,2001400,PEMA013111300,10000,1926,19260000,2020-09-26,2020-09-29,CSA5000,2020-09
1589,2004200,PEMA013111300,10000,2451,24510000,2020-10-14,2020-10-17,CSA5000,2020-10
1590,2005400,PEMA013111300,10000,1043,10430000,2020-10-23,2020-10-26,CSA5000,2020-10
1591,2001600,PEMA013111300,5000,1218,6090000,2020-11-02,2020-11-05,CSA5000,2020-11
1592,2001800,PEMA013111300,10000,1433,14330000,2020-11-10,2020-11-13,CSA5000,2020-11
1593,2001400,PEMA013111300,10000,1926,19260000,2020-11-26,2020-11-29,CSA5000,2020-11
1632,2007600,PEMA023035315,8000,1281,10248000,2020-09-04,2020-09-07,CSA5000,2020-09
1633,2001300,PEMA023035315,8000,1428,11424000,2020-09-09,2020-09-12,CSA5000,2020-09
1634,2003800,PEMA023035315,8000,1594,12752000,2020-09-16,2020-09-19,CSA5000,2020-09
1635,2002900,PEMA023035315,8000,1798,14384000,2020-09-23,2020-09-26,CSA5000,2020-09
1636,2006612,PEMA023035315,8000,2052,16416000,2020-09-30,2020-10-03,CSA5000,2020-09
1637,2004200,PEMA023035315,8000,2309,18472000,2020-10-08,2020-10-11,CSA5000,2020-10
1638,2004500,PEMA023035315,8000,2454,19632000,2020-10-14,2020-10-17,CSA5000,2020-10
1639,2005600,PEMA023035315,8000,2678,21424000,2020-10-21,2020-10-24,CSA5000,2020-10
1640,2005500,PEMA023035315,8000,1044,8352000,2020-10-23,2020-10-26,CSA5000,2020-10
1641,2007600,PEMA023035315,8000,1281,10248000,2020-11-04,2020-11-07,CSA5000,2020-11
1642,2001300,PEMA023035315,8000,1428,11424000,2020-11-09,2020-11-12,CSA5000,2020-11
1643,2003800,PEMA023035315,8000,1594,12752000,2020-11-16,2020-11-19,CSA5000,2020-11
1644,2002900,PEMA023035315,8000,1798,14384000,2020-11-23,2020-11-26,CSA5000,2020-11
1645,2006612,PEMA023035315,8000,2052,16416000,2020-11-30,2020-12-03,CSA5000,2020-11
1692,2001700,PEMA023001000,10000,1219,12190000,2020-09-02,2020-09-05,CSA5000,2020-09
1693,2004800,PEMA023001000,7000,1321,9247000,2020-09-07,2020-09-10,CSA5000,2020-09
1694,2004200,PEMA023001000,7000,1599,11193000,2020-09-16,2020-09-19,CSA5000,2020-09
1695,2007800,PEMA023001000,7000,1709,11963000,2020-09-18,2020-09-21,CSA5000,2020-09
1696,2006400,PEMA023001000,7000,1976,13832000,2020-09-29,2020-10-01,CSA5000,2020-09
1697,2006600,PEMA023001000,7000,1978,13846000,2020-09-29,2020-10-01,CSA5000,2020-09
1698,2003700,PEMA023001000,7000,2161,15127000,2020-10-04,2020-10-07,CSA5000,2020-10
1699,2004300,PEMA023001000,10000,2310,23100000,2020-10-08,2020-10-11,CSA5000,2020-10
1700,2004300,PEMA023001000,10000,2452,24520000,2020-10-14,2020-10-17,CSA5000,2020-10
1701,2005600,PEMA023001000,10000,1045,10450000,2020-10-23,2020-10-26,CSA5000,2020-10
1702,2001700,PEMA023001000,10000,1219,12190000,2020-11-02,2020-11-05,CSA5000,2020-11
