,거래처코드,제품코드,수주량,수주단가,수주금액,수주일자,납기일자,제품명,수주월
8772,2007000,PEMA013033510,15000,1701,25515000,2021-11-17,2021-11-20,PEMA-PR1000,2021-11
8779,2007200,TSN4012015211,10000,1703,17030000,2021-09-18,2021-09-21,PEMA-SN400,2021-09
8780,2007200,TSN4012015211,10000,1703,17030000,2021-11-18,2021-11-21,PEMA-SN400,2021-11
8789,2007400,PEMA023071000,7000,1705,11935000,2021-09-18,2021-09-21,PEMA-SR3000F,2021-09
8790,2006606,PEMA023071000,7000,2334,16338000,2021-10-08,2021-10-11,PEMA-SR3000F,2021-10
8791,2007400,PEMA023071000,7000,1705,11935000,2021-11-18,2021-11-21,PEMA-SR3000F,2021-11
8797,2007500,PEMA043109600,5000,1706,8530000,2021-09-18,2021-09-21,PEMA-SR3000F,2021-09
8798,2007500,PEMA043109600,5000,1706,8530000,2021-11-18,2021-11-21,PEMA-SR3000F,2021-11
8803,2007600,PEMA043043500,10000,1707,17070000,2021-09-18,2021-09-21,PEMA-SR3000F,2021-09
8804,2007600,PEMA043043500,10000,1707,17070000,2021-11-18,2021-11-21,PEMA-SR3000F,2021-11
8809,2001102,PEMA043107900,10000,1710,17100000,2021-09-18,2021-09-21,CSA5000,2021-09
8810,2001102,PEMA043107900,10000,1710,17100000,2021-11-18,2021-11-21,CSA5000,2021-11
8815,2001200,PEMA013056200,10000,1711,17110000,2021-09-18,2021-09-21,PEMA-HR1000,2021-09
8816,2001200,PEMA013056200,10000,1711,17110000,2021-11-18,2021-11-21,PEMA-HR1000,2021-11
8824,2001300,PEMA013114800,10000,1712,17120000,2021-09-19,2021-09-22,PEMA-HR1000,2021-09
8825,2006500,PEMA013114800,10000,2616,26160000,2021-10-19,2021-10-22,PEMA-HR1000,2021-10
8826,2001300,PEMA013114800,10000,1712,17120000,2021-11-19,2021-11-22,PEMA-HR1000,2021-11
8837,2001600,PEMA033127000,7000,1715,12005000,2021-09-19,2021-09-22,PEMA-HR1000,2021-09
8838,2001700,PEMA033127000,3000,1716,5148000,2021-09-19,2021-09-22,PEMA-HR1000,2021-09
8839,2001600,PEMA033127000,7000,1715,12005000,2021-11-19,2021-11-22,PEMA-HR1000,2021-11
8840,2001700,PEMA033127000,3000,1716,5148000,2021-11-19,2021-11-22,PEMA-HR1000,2021-11
8845,2001800,PEMA023074200,10000,1717,17170000,2021-09-19,2021-09-22,PEMA-HR1000,2021-09
8846,2001800,PEMA023074200,10000,1717,17170000,2021-11-19,2021-11-22,PEMA-HR1000,2021-11
8851,2002200,PEMA013023009,10000,1720,17200000,2021-09-19,2021-09-22,PEMA-HR1500,2021-09
8852,2002200,PEMA013023009,10000,1720,17200000,2021-11-19,2021-11-22,PEMA-HR1500,2021-11
8857,2002600,PEMA023120100,10000,1724,17240000,2021-09-19,2021-09-22,PEMA-SR2000,2021-09
8858,2002600,PEMA023120100,10000,1724,17240000,2021-11-19,2021-11-22,PEMA-SR2000,2021-11
8863,2003000,PEMA013129600,2000,1728,3456000,2021-09-21,2021-09-24,CSA4000,2021-09
8864,2003000,PEMA013129600,2000,1728,3456000,2021-11-21,2021-11-24,CSA4000,2021-11
8876,2003100,PEMA043015600,10000,1729,17290000,2021-09-18,2021-09-21,CSA5000,2021-09
8877,2006500,PEMA043015600,5000,1977,9885000,2021-09-29,2021-10-01,CSA5000,2021-09
8878,2001400,PEMA043015600,10000,2565,25650000,2021-10-18,2021-10-21,CSA5000,2021-10
8879,2003100,PEMA043015600,10000,1729,17290000,2021-11-18,2021-11-21,CSA5000,2021-11
8880,2006500,PEMA043015600,5000,1977,9885000,2021-11-29,2021-12-01,CSA5000,2021-11
8887,2003800,PEMA053051700,10000,1736,17360000,2021-09-21,2021-09-24,PEMA-HR1000,2021-09
8888,2003800,PEMA053051700,10000,1736,17360000,2021-11-21,2021-11-24,PEMA-HR1000,2021-11
8897,2005100,PEMA023006800,10000,1750,17500000,2021-09-21,2021-09-24,PEMA-HR1500,2021-09
8898,2005200,PEMA023006800,5000,1751,8755000,2021-09-21,2021-09-24,PEMA-HR1500,2021-09
8899,2005100,PEMA023006800,10000,1750,17500000,2021-11-21,2021-11-24,PEMA-HR1500,2021-11
8900,2005200,PEMA023006800,5000,1751,8755000,2021-11-21,2021-11-24,PEMA-HR1500,2021-11
8905,2006000,PEMA143027400,10000,1759,17590000,2021-09-22,2021-09-25,CSA4000,2021-09
8906,2006000,PEMA143027400,10000,1759,17590000,2021-11-22,2021-11-25,CSA4000,2021-11
8911,2006609,PEMA023054200,10000,1767,17670000,2021-09-22,2021-09-25,PEMA-HR1000,2021-09
8912,2006609,PEMA023054200,10000,1767,17670000,2021-11-22,2021-11-25,PEMA-HR1000,2021-11
8920,2006800,PEMA013057200,10000,1770,17700000,2021-09-22,2021-09-25,PEMA-HR1000,2021-09
8921,2006500,PEMA013057200,10000,2687,26870000,2021-10-21,2021-10-24,PEMA-HR1000,2021-10
8922,2006800,PEMA013057200,10000,1770,17700000,2021-11-22,2021-11-25,PEMA-HR1000,2021-11
8929,2007000,PEMA023076500,10000,1772,17720000,2021-09-22,2021-09-25,PEMA-HR1000,2021-09
8930,2007000,PEMA023076500,10000,1772,17720000,2021-11-22,2021-11-25,PEMA-HR1000,2021-11
8935,2007200,PEMA033099600,10000,1774,17740000,2021-09-22,2021-09-25,PEMA-HR1000,2021-09
8936,2007200,PEMA033099600,10000,1774,17740000,2021-11-22,2021-11-25,PEMA-HR1000,2021-11
8941,2007302,PEMA013048505,7000,1775,12425000,2021-09-22,2021-09-25,PEMA-HR1000,2021-09
8942,2007302,PEMA013048505,7000,1775,12425000,2021-11-22,2021-11-25,PEMA-HR1000,2021-11
8947,2007500,PEMA033006000,6000,1777,10662000,2021-09-22,2021-09-25,PEMA-HR1000,2021-09
8948,2007500,PEMA033006000,6000,1777,10662000,2021-11-22,2021-11-25,PEMA-HR1000,2021-11
8956,2001200,PEMA013128400,5000,1782,8910000,2021-09-22,2021-09-25,PEMA-HR1500,2021-09
8957,2003800,PEMA013128400,5000,2659,13295000,2021-10-20,2021-10-23,PEMA-HR1500,2021-10
8958,2001200,PEMA013128400,5000,1782,8910000,2021-11-22,2021-11-25,PEMA-HR1500,2021-11
8969,2001500,PEMA053040700,11000,1785,19635000,2021-09-22,2021-09-25,PEMA-HR1500,2021-09
8970,2001300,PEMA053040700,11000,2351,25861000,2021-10-09,2021-10-12,PEMA-HR1500,2021-10
8971,2001500,PEMA053040700,11000,1785,19635000,2021-11-22,2021-11-25,PEMA-HR1500,2021-11
8977,2001600,PEMA053056800,10000,1786,17860000,2021-09-22,2021-09-25,PEMA-HR1500,2021-09
8978,2001600,PEMA053056800,10000,1786,17860000,2021-11-22,2021-11-25,PEMA-HR1500,2021-11
8986,2002300,PEMA043122100,5000,1792,8960000,2021-09-22,2021-09-25,PEMA-SR2000,2021-09
8987,2004901,PEMA043122100,10000,2671,26710000,2021-10-20,2021-10-23,PEMA-SR2000,2021-10
8988,2002300,PEMA043122100,5000,1792,8960000,2021-11-22,2021-11-25,PEMA-SR2000,2021-11
8995,2002400,PEMA013133200,5000,1793,8965000,2021-09-22,2021-09-25,PEMA-SR2000,2021-09
8996,2002400,PEMA013133200,5000,1793,8965000,2021-11-22,2021-11-25,PEMA-SR2000,2021-11
9005,2002800,PEMA033031600,8000,1797,14376000,2021-09-23,2021-09-26,CSA5000,2021-09
9006,2004104,PEMA033031600,8000,2308,18464000,2021-10-07,2021-10-10,CSA5000,2021-10
9007,2002800,PEMA033031600,8000,1797,14376000,2021-11-23,2021-11-26,CSA5000,2021-11
9016,2003200,PEMA033038100,8000,1801,14408000,2021-09-23,2021-09-26,CSA5000,2021-09
9017,2005900,PEMA033038100,8000,2539,20312000,2021-10-16,2021-10-19,CSA5000,2021-10
9018,2003200,PEMA033038100,8000,1801,14408000,2021-11-23,2021-11-26,CSA5000,2021-11
9029,2003300,PEMA013091500,10000,1802,18020000,2021-09-23,2021-09-26,CSA5000,2021-09
9030,2003800,PEMA013091500,10000,2375,23750000,2021-10-12,2021-10-15,CSA5000,2021-10
9031,2003300,PEMA013091500,10000,1802,18020000,2021-11-23,2021-11-26,CSA5000,2021-11
9046,2003400,PEMA023038000,7000,1803,12621000,2021-09-23,2021-09-26,CSA5000,2021-09
9047,2005100,PEMA023038000,7000,1892,13244000,2021-09-25,2021-09-28,CSA5000,2021-09
9048,2001700,PEMA023038000,7000,2355,16485000,2021-10-11,2021-10-14,CSA5000,2021-10
9049,2003400,PEMA023038000,7000,1803,12621000,2021-11-23,2021-11-26,CSA5000,2021-11
9050,2005100,PEMA023038000,7000,1892,13244000,2021-11-25,2021-11-28,CSA5000,2021-11
9059,2003700,PEMA033043500,10000,1806,18060000,2021-09-23,2021-09-26,PEMA-HR1000,2021-09
9060,2003500,PEMA033043500,10000,2514,25140000,2021-10-15,2021-10-18,PEMA-HR1000,2021-10
9061,2003700,PEMA033043500,10000,1806,18060000,2021-11-23,2021-11-26,PEMA-HR1000,2021-11
9078,2003800,PEMA013030401,8000,1807,14456000,2021-09-23,2021-09-26,PEMA-HR1000,2021-09
9079,2001700,PEMA013030401,8000,2000,16000000,2021-09-29,2021-10-01,PEMA-HR1000,2021-09
9080,2001700,PEMA013030401,8000,2568,20544000,2021-10-18,2021-10-21,PEMA-HR1000,2021-10
9081,2003500,PEMA013030401,8000,2656,21248000,2021-10-20,2021-10-23,PEMA-HR1000,2021-10
9082,2003800,PEMA013030401,8000,1807,14456000,2021-11-23,2021-11-26,PEMA-HR1000,2021-11
9083,2001700,PEMA013030401,8000,2000,16000000,2021-11-29,2021-12-01,PEMA-HR1000,2021-11
9092,2004000,PEMA013060900,9000,1809,16281000,2021-09-23,2021-09-26,PEMA-HR1000,2021-09
9093,2004000,PEMA013060900,9000,1809,16281000,2021-11-23,2021-11-26,PEMA-HR1000,2021-11
9098,2004200,PEMA013012300,10000,1812,18120000,2021-09-23,2021-09-26,PEMA-HR1000,2021-09
9099,2004200,PEMA013012300,10000,1812,18120000,2021-11-23,2021-11-26,PEMA-HR1000,2021-11
9104,2004300,PEMA023064500,10000,1813,18130000,2021-09-23,2021-09-26,PEMA-HR1000,2021-09
9105,2004300,PEMA023064500,10000,1813,18130000,2021-11-23,2021-11-26,PEMA-HR1000,2021-11
9110,2004901,PEMA043078008,10000,1819,18190000,2021-09-23,2021-09-26,PEMA-HR1000,2021-09
9111,2004901,PEMA043078008,10000,1819,18190000,2021-11-23,2021-11-26,PEMA-HR1000,2021-11
9120,2005100,PEMA033058615,3000,1821,5463000,2021-09-23,2021-09-26,PEMA-PCM2000,2021-09
9121,2007100,PEMA033058615,6000,1915,11490000,2021-09-24,2021-09-27,PEMA-PCM2000,2021-09
9122,2005100,PEMA033058615,3000,1821,5463000,2021-11-23,2021-11-26,PEMA-PCM2000,2021-11
9123,2007100,PEMA033058615,6000,1915,11490000,2021-11-24,2021-11-27,PEMA-PCM2000,2021-11
9128,2005600,PEMA063088300,5000,1826,9130000,2021-09-23,2021-09-26,PEMA-SR2000,2021-09
9129,2005600,PEMA063088300,5000,1826,9130000,2021-11-23,2021-11-26,PEMA-SR2000,2021-11
9138,2005800,PEMA013052200,10000,1828,18280000,2021-09-23,2021-09-26,PEMA-SR2000,2021-09
9139,2004000,PEMA013052200,9000,1880,16920000,2021-09-24,2021-09-27,PEMA-SR2000,2021-09
9140,2005800,PEMA013052200,10000,1828,18280000,2021-11-23,2021-11-26,PEMA-SR2000,2021-11
9141,2004000,PEMA013052200,9000,1880,16920000,2021-11-24,2021-11-27,PEMA-SR2000,2021-11
9146,2006000,PEMA023124800,3000,1830,5490000,2021-09-23,2021-09-26,PEMA-SR3000F,2021-09
9147,2006000,PEMA023124800,3000,1830,5490000,2021-11-23,2021-11-26,PEMA-SR3000F,2021-11
9152,2006100,PEMA033006300,5000,1831,9155000,2021-09-23,2021-09-26,PEMA-SR3000F,2021-09
9153,2006100,PEMA033006300,5000,1831,9155000,2021-11-23,2021-11-26,PEMA-SR3000F,2021-11
9158,2006200,PEMA033090700,15000,1832,27480000,2021-09-23,2021-09-26,SRE-200,2021-09
9159,2006200,PEMA033090700,15000,1832,27480000,2021-11-23,2021-11-26,SRE-200,2021-11
9167,2007000,PEMA013061900,5000,1843,9215000,2021-09-24,2021-09-27,CSA5000,2021-09
9168,2001600,PEMA013061900,10000,2567,25670000,2021-10-18,2021-10-21,CSA5000,2021-10
9169,2007000,PEMA013061900,5000,1843,9215000,2021-11-24,2021-11-27,CSA5000,2021-11
9176,2001700,PEMA013080109,5000,1858,9290000,2021-09-24,2021-09-27,PEMA-HR1000,2021-09
9177,2001700,PEMA013080109,5000,1858,9290000,2021-11-24,2021-11-27,PEMA-HR1000,2021-11
9182,2001800,PEMA023100500,10000,1859,18590000,2021-09-24,2021-09-27,PEMA-HR1000,2021-09
9183,2001800,PEMA023100500,10000,1859,18590000,2021-11-24,2021-11-27,PEMA-HR1000,2021-11
9195,2002000,PEMA013089220,8000,1860,14880000,2021-09-24,2021-09-27,PEMA-HR1000,2021-09
9196,2006612,PEMA013089220,8000,2407,19256000,2021-10-12,2021-10-15,PEMA-HR1000,2021-10
9197,2006400,PEMA013089220,8000,2544,20352000,2021-10-15,2021-10-18,PEMA-HR1000,2021-10
9198,2002000,PEMA013089220,8000,1860,14880000,2021-11-24,2021-11-27,PEMA-HR1000,2021-11
9214,2003200,PEMA023032100,10000,1872,18720000,2021-09-24,2021-09-27,PEMA-HR1500,2021-09
9215,2005600,PEMA023032100,10000,2252,22520000,2021-10-06,2021-10-09,PEMA-HR1500,2021-10
9216,2007000,PEMA023032100,10000,2624,26240000,2021-10-19,2021-10-22,PEMA-HR1500,2021-10
9217,2003200,PEMA023032100,10000,1872,18720000,2021-11-24,2021-11-27,PEMA-HR1500,2021-11
9225,2003400,PEMA043048519,6000,1874,11244000,2021-09-24,2021-09-27,PEMA-HR1500,2021-09
9226,2003400,PEMA043048519,6000,1874,11244000,2021-11-24,2021-11-27,PEMA-HR1500,2021-11
9231,2003500,PEMA033084300,10000,1875,18750000,2021-09-24,2021-09-27,PEMA-HR1500,2021-09
9232,2003500,PEMA033084300,10000,1875,18750000,2021-11-24,2021-11-27,PEMA-HR1500,2021-11
9237,2003700,PEMA013126700,5000,1877,9385000,2021-09-24,2021-09-27,PEMA-HR1500,2021-09
9238,2003700,PEMA013126700,5000,1877,9385000,2021-11-24,2021-11-27,PEMA-HR1500,2021-11
9243,2004100,PEMA023014200,5000,1881,9405000,2021-09-24,2021-09-27,PEMA-SR2000,2021-09
9244,2004100,PEMA023014200,5000,1881,9405000,2021-11-24,2021-11-27,PEMA-SR2000,2021-11
9249,2004104,PEMA033126700,5000,1882,9410000,2021-09-24,2021-09-27,PEMA-SR2000,2021-09
9250,2004104,PEMA033126700,5000,1882,9410000,2021-11-24,2021-11-27,PEMA-SR2000,2021-11
9255,2004300,PEMA063021700,5000,1884,9420000,2021-09-24,2021-09-27,PEMA-SR5000F,2021-09
9256,2004300,PEMA063021700,5000,1884,9420000,2021-11-24,2021-11-27,PEMA-SR5000F,2021-11
9261,2004800,PEMA93060000,17000,1889,32113000,2021-09-25,2021-09-28,CSA5000,2021-09
9262,2004800,PEMA93060000,17000,1889,32113000,2021-11-25,2021-11-28,CSA5000,2021-11
9270,2005400,PEMA033030002,10000,1895,18950000,2021-09-25,2021-09-28,PEMA-HR1000,2021-09
9271,2005300,PEMA033030002,7000,2604,18228000,2021-10-19,2021-10-22,PEMA-HR1000,2021-10
9272,2005400,PEMA033030002,10000,1895,18950000,2021-11-25,2021-11-28,PEMA-HR1000,2021-11
9279,2005500,PEMA023005600,5000,1896,9480000,2021-09-25,2021-09-28,PEMA-HR1000,2021-09
9280,2005500,PEMA023005600,5000,1896,9480000,2021-11-25,2021-11-28,PEMA-HR1000,2021-11
9285,2005600,PEMA023011300,10000,1897,18970000,2021-09-25,2021-09-28,PEMA-HR1000,2021-09
9286,2005600,PEMA023011300,10000,1897,18970000,2021-11-25,2021-11-28,PEMA-HR1000,2021-11
9291,2005800,PEMA013124800,5000,1899,9495000,2021-09-25,2021-09-28,PEMA-HR1000,2021-09
9292,2005800,PEMA013124800,5000,1899,9495000,2021-11-25,2021-11-28,PEMA-HR1000,2021-11
9297,2006200,PEMA013022400,8050,1903,15319150,2021-09-25,2021-09-28,PEMA-HR1000,2021-09
9298,2006200,PEMA013022400,8050,1903,15319150,2021-11-25,2021-11-28,PEMA-HR1000,2021-11
9303,2006400,PEMA013130800,7000,1905,13335000,2021-09-25,2021-09-28,PEMA-HR1000,2021-09
9304,2006400,PEMA013130800,7000,1905,13335000,2021-11-25,2021-11-28,PEMA-HR1000,2021-11
9313,2007000,PEMA053901700,10000,1914,19140000,2021-09-25,2021-09-28,PEMA-HR1500,2021-09
9314,2003200,PEMA053901700,10000,2369,23690000,2021-10-11,2021-10-14,PEMA-HR1500,2021-10
9315,2007000,PEMA053901700,10000,1914,19140000,2021-11-25,2021-11-28,PEMA-HR1500,2021-11
9321,2007302,TSN4012020803,10000,1917,19170000,2021-09-25,2021-09-28,PEMA-SN400,2021-09
9322,2007302,TSN4012020803,10000,1917,19170000,2021-11-25,2021-11-28,PEMA-SN400,2021-11
9327,2007400,TSN4012006104,10000,1918,19180000,2021-09-25,2021-09-28,PEMA-SN400,2021-09
9328,2007400,TSN4012006104,10000,1918,19180000,2021-11-25,2021-11-28,PEMA-SN400,2021-11
9333,2007700,PEMA043005600,5000,1921,9605000,2021-09-25,2021-09-28,PEMA-SR2000,2021-09
9334,2007700,PEMA043005600,5000,1921,9605000,2021-11-25,2021-11-28,PEMA-SR2000,2021-11
9339,2001200,PEMA043128800,10000,1924,19240000,2021-09-25,2021-09-28,PEMA-SR3000F,2021-09
9340,2001200,PEMA043128800,10000,1924,19240000,2021-11-25,2021-11-28,PEMA-SR3000F,2021-11
9352,2001700,PEMA033063700,5000,1929,9645000,2021-09-26,2021-09-29,PEMA-HR1000,2021-09
9353,2007700,PEMA033063700,5000,1992,9960000,2021-09-29,2021-10-01,PEMA-HR1000,2021-09
9354,2005600,PEMA033063700,10000,2607,26070000,2021-10-19,2021-10-22,PEMA-HR1000,2021-10
9355,2001700,PEMA033063700,5000,1929,9645000,2021-11-26,2021-11-29,PEMA-HR1000,2021-11
9356,2007700,PEMA033063700,5000,1992,9960000,2021-11-29,2021-12-01,PEMA-HR1000,2021-11
9363,2001800,PEMA013036500,1500,1930,2895000,2021-09-26,2021-09-29,PEMA-HR1000,2021-09
9364,2001800,PEMA013036500,1500,1930,2895000,2021-11-26,2021-11-29,PEMA-HR1000,2021-11
9369,2002300,TSN4012006108,10000,1934,19340000,2021-09-26,2021-09-29,PEMA-SN400,2021-09
9370,2002300,TSN4012006108,10000,1934,19340000,2021-11-26,2021-11-29,PEMA-SN400,2021-11
9375,2002500,PEMA033007400,5000,1936,9680000,2021-09-26,2021-09-29,PEMA-SR3000F,2021-09
9376,2002500,PEMA033007400,5000,1936,9680000,2021-11-26,2021-11-29,PEMA-SR3000F,2021-11
9381,2002800,PEMA023024101,10000,1939,19390000,2021-09-28,2021-09-30,CSA5000,2021-09
9382,2002800,PEMA023024101,10000,1939,19390000,2021-11-28,2021-11-30,CSA5000,2021-11
9387,2002900,PEMA033003100,10000,1940,19400000,2021-09-28,2021-09-30,CSA5000,2021-09
9388,2002900,PEMA033003100,10000,1940,19400000,2021-11-28,2021-11-30,CSA5000,2021-11
9393,2003000,PEMA043040601,10000,1941,19410000,2021-09-28,2021-09-30,CSA5000,2021-09
9394,2003000,PEMA043040601,10000,1941,19410000,2021-11-28,2021-11-30,CSA5000,2021-11
9399,2003100,PEMA013023500,10000,1942,19420000,2021-09-28,2021-09-30,CSA5000,2021-09
9400,2003100,PEMA013023500,10000,1942,19420000,2021-11-28,2021-11-30,CSA5000,2021-11
9405,2003200,PEMA013015900,10000,1943,19430000,2021-09-28,2021-09-30,PEMA-HR1000,2021-09
9406,2003200,PEMA013015900,10000,1943,19430000,2021-11-28,2021-11-30,PEMA-HR1000,2021-11
9411,2003300,PEMA013035303,5000,1944,9720000,2021-09-28,2021-09-30,PEMA-HR1000,2021-09
9412,2003300,PEMA013035303,5000,1944,9720000,2021-11-28,2021-11-30,PEMA-HR1000,2021-11
9417,2003400,PEMA023069403,5000,1945,9725000,2021-09-28,2021-09-30,PEMA-HR1000,2021-09
9418,2003400,PEMA023069403,5000,1945,9725000,2021-11-28,2021-11-30,PEMA-HR1000,2021-11
9423,2003700,PEMA023056800,10000,1948,19480000,2021-09-28,2021-09-30,PEMA-HR1000,2021-09
9424,2003700,PEMA023056800,10000,1948,19480000,2021-11-28,2021-11-30,PEMA-HR1000,2021-11
9429,2003900,PEMA013035311,6000,1950,11700000,2021-09-28,2021-09-30,PEMA-HR1000,2021-09
9430,2003900,PEMA013035311,6000,1950,11700000,2021-11-28,2021-11-30,PEMA-HR1000,2021-11
9435,2004104,PEMA043060400,10000,1953,19530000,2021-09-28,2021-09-30,PEMA-HR1500,2021-09
9436,2004104,PEMA043060400,10000,1953,19530000,2021-11-28,2021-11-30,PEMA-HR1500,2021-11
9441,2004400,PEMA013085800,4000,1956,7824000,2021-09-28,2021-09-30,PEMA-PR1000,2021-09
9442,2004400,PEMA013085800,4000,1956,7824000,2021-11-28,2021-11-30,PEMA-PR1000,2021-11
9451,2004800,PEMA013125900,1000,1960,1960000,2021-09-28,2021-09-30,PEMA-SP1000,2021-09
9452,2004901,PEMA013125900,1000,1961,1961000,2021-09-28,2021-09-30,PEMA-SP1000,2021-09
9453,2004800,PEMA013125900,1000,1960,1960000,2021-11-28,2021-11-30,PEMA-SP1000,2021-11
9454,2004901,PEMA013125900,1000,1961,1961000,2021-11-28,2021-11-30,PEMA-SP1000,2021-11
9463,2005100,PEMA053006900,10000,1963,19630000,2021-09-26,2021-09-29,PEMA-SR3000F,2021-09
9464,2006700,PEMA053006900,10000,2266,22660000,2021-10-06,2021-10-09,PEMA-SR3000F,2021-10
9465,2005100,PEMA053006900,10000,1963,19630000,2021-11-26,2021-11-29,PEMA-SR3000F,2021-11
9475,2005200,PEMA023117000,500,1964,982000,2021-09-28,2021-09-30,PEMA-SR3000F,2021-09
9476,2005300,PEMA023117000,4500,1965,8842500,2021-09-28,2021-09-30,PEMA-SR3000F,2021-09
9477,2005200,PEMA023117000,500,1964,982000,2021-11-28,2021-11-30,PEMA-SR3000F,2021-11
9478,2005300,PEMA023117000,4500,1965,8842500,2021-11-28,2021-11-30,PEMA-SR3000F,2021-11
9486,2006700,PEMA033114500,7000,1982,13874000,2021-09-29,2021-10-01,CSA5000,2021-09
9487,2005700,PEMA033114500,7000,2679,18753000,2021-10-21,2021-10-24,CSA5000,2021-10
9488,2006700,PEMA033114500,7000,1982,13874000,2021-11-29,2021-12-01,CSA5000,2021-11
9495,2007800,PEMA013085100,10000,1993,19930000,2021-09-29,2021-10-01,PEMA-HR1000,2021-09
9496,2007800,PEMA013085100,10000,1993,19930000,2021-11-29,2021-12-01,PEMA-HR1000,2021-11
9501,2001200,PEMA013040601,10000,1995,19950000,2021-09-29,2021-10-01,PEMA-HR1000,2021-09
9502,2001200,PEMA013040601,10000,1995,19950000,2021-11-29,2021-12-01,PEMA-HR1000,2021-11
9507,2001800,PEMA023078017,10000,2001,20010000,2021-09-29,2021-10-01,PEMA-HR1500,2021-09
9508,2001800,PEMA023078017,10000,2001,20010000,2021-11-29,2021-12-01,PEMA-HR1500,2021-11
9517,2002000,PEMA023114700,5000,2002,10010000,2021-09-29,2021-10-01,PEMA-HR1500,2021-09
9518,2006500,PEMA023114700,5000,2474,12370000,2021-10-14,2021-10-17,PEMA-HR1500,2021-10
9519,2002000,PEMA023114700,5000,2002,10010000,2021-11-29,2021-12-01,PEMA-HR1500,2021-11
9526,2002800,PEMA033015600,5000,2010,10050000,2021-09-29,2021-10-01,PEMA-SR3000F,2021-09
9527,2002800,PEMA033015600,5000,2010,10050000,2021-11-29,2021-12-01,PEMA-SR3000F,2021-11
9532,2002900,PEMA043001000,7000,2011,14077000,2021-09-29,2021-10-01,PEMA-SR3000F,2021-09
9533,2002900,PEMA043001000,7000,2011,14077000,2021-11-29,2021-12-01,PEMA-SR3000F,2021-11
9538,2004000,PEMA013133400,10000,2022,20220000,2021-09-30,2021-10-02,CSA5000,2021-09
9539,2004000,PEMA013133400,10000,2022,20220000,2021-11-30,2021-12-02,CSA5000,2021-11
9544,2004200,PEMA013080012,10000,2025,20250000,2021-09-30,2021-10-02,PEMA-HR1000,2021-09
9545,2004200,PEMA013080012,10000,2025,20250000,2021-11-30,2021-12-02,PEMA-HR1000,2021-11
9550,2004500,PEMA013080600,10000,2028,20280000,2021-09-30,2021-10-02,PEMA-HR1000,2021-09
9551,2004500,PEMA013080600,10000,2028,20280000,2021-11-30,2021-12-02,PEMA-HR1000,2021-11
9556,2004800,PEMA013106300,10000,2031,20310000,2021-09-30,2021-10-02,PEMA-HR1000,2021-09
9557,2004800,PEMA013106300,10000,2031,20310000,2021-11-30,2021-12-02,PEMA-HR1000,2021-11
9562,2004901,PEMA013078001,10000,2032,20320000,2021-09-30,2021-10-02,PEMA-HR1000,2021-09
9563,2004901,PEMA013078001,10000,2032,20320000,2021-11-30,2021-12-02,PEMA-HR1000,2021-11
9568,2005300,PEMA023048506,8000,2036,16288000,2021-09-30,2021-10-02,PEMA-HR1000,2021-09
9569,2005300,PEMA023048506,8000,2036,16288000,2021-11-30,2021-12-02,PEMA-HR1000,2021-11
9574,2005600,PEMA023068500,10000,2039,20390000,2021-09-30,2021-10-02,PEMA-HR1500,2021-09
9575,2005600,PEMA023068500,10000,2039,20390000,2021-11-30,2021-12-02,PEMA-HR1500,2021-11
9580,2005800,PEMA413022500,10000,2041,20410000,2021-09-30,2021-10-02,PEMA-HR1500,2021-09
9581,2005800,PEMA413022500,10000,2041,20410000,2021-11-30,2021-12-02,PEMA-HR1500,2021-11
9586,2006100,PEMA013110300,5000,2044,10220000,2021-09-30,2021-10-02,PEMA-SP1000,2021-09
9587,2006100,PEMA013110300,5000,2044,10220000,2021-11-30,2021-12-02,PEMA-SP1000,2021-11
9592,2006800,PEMA043080700,10000,2054,20540000,2021-09-30,2021-10-03,CSA5000,2021-09
9593,2006800,PEMA043080700,10000,2054,20540000,2021-11-30,2021-12-03,CSA5000,2021-11
9598,2006900,PEMA023103700,8000,2055,16440000,2021-09-30,2021-10-03,CSA5000,2021-09
9599,2006900,PEMA023103700,8000,2055,16440000,2021-11-30,2021-12-03,CSA5000,2021-11
9607,2007302,PEMA043014900,10000,2059,20590000,2021-09-30,2021-10-03,PEMA-HR1000,2021-09
9608,2003000,PEMA043014900,10000,2651,26510000,2021-10-20,2021-10-23,PEMA-HR1000,2021-10
9609,2007302,PEMA043014900,10000,2059,20590000,2021-11-30,2021-12-03,PEMA-HR1000,2021-11
